"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Freddy Got Fingered",2001,87,15000000,3.5,9115,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Freddy Vs. Jason",2003,97,25000000,6.1,11109,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Freddy's Dead: The Final Nightmare",1991,93,5000000,4.3,3618,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Free Money",1998,91,30000000,4.7,619,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Freedom Downtime",2001,121,25000,8,236,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,45.5,"",0,0,0,0,1,0,0
"Freeway",1996,102,3000000,6.5,4961,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Freeway II: Confessions of a Trickbaby",1999,90,2000000,4.6,666,14.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Freeze Frame",2004,99,2000000,5.8,189,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Frequency",2000,118,31000000,7.4,15317,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Frida",2002,123,12000000,7.5,8614,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Friday",1995,91,3500000,6.7,7020,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0
"Friday After Next",2002,85,20000000,4.9,1659,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Friday Night Lights",2004,117,30000000,7,4290,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"From Dusk Till Dawn",1996,108,20000000,6.8,28473,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,1,0,0,0,0
"From Hell",2001,122,35000000,6.8,17292,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"R",0,0,0,0,0,0,0
"From Justin to Kelly",2003,90,12000000,1.7,6517,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,1,0
"Frostbite",2005,83,2400000,2.8,201,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Fugitive, The",1993,130,44000000,7.7,48292,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"",1,0,0,1,0,0,0
"Full Clip",2004,95,500000,4.1,72,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Full Frontal",2002,101,2000000,5,3056,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Full Monty, The",1997,91,3500000,7.2,22115,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Future of Food, The",2004,88,750000,9.4,13,0,0,0,0,4.5,0,0,34.5,4.5,45.5,"",0,0,0,0,1,0,0
"G.I. Jane",1997,124,50000000,5.5,9116,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"",1,0,0,1,0,0,0
"G.O.R.A.",2004,127,5000000,7.2,1561,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,45.5,"",0,0,1,0,0,0,0
"Gabbianella e il gatto, La",1998,75,6000000,6.8,134,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,1,0,0,0,0,0
"Galaxy Quest",1999,102,45000000,7.2,22341,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,0,0,0,0
"Galaxy of the Dinosaurs",1992,65,1250,1.4,17,44.5,14.5,0,0,0,0,0,0,4.5,44.5,"",0,0,0,0,0,0,0
"Game of Their Lives, The",2005,101,20000000,6.4,125,4.5,4.5,4.5,0,4.5,4.5,4.5,14.5,4.5,45.5,"PG",0,0,0,1,0,0,0
"Game, The",1997,128,50000000,7.6,28099,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Gangs of New York",2002,166,97000000,7.3,34808,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Ganz und gar",2003,95,1400000,8.2,114,4.5,0,4.5,4.5,4.5,4.5,14.5,4.5,14.5,34.5,"",0,0,0,0,0,0,0
"Garage Days",2002,106,6000000,5.6,597,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Garden State",2004,109,2500000,8.1,23814,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,1,1,0,1,0
"Garfield",2004,80,50000000,4.8,4775,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,1,1,0,0,0,0
"Gathering, The",2002,83,18000000,5.8,1033,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Gattaca",1997,101,36000000,7.6,26071,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Gatto nel cervello, Un",1990,93,100000,5.6,237,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"General's Daughter, The",1999,116,60000000,6.1,11128,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Genghis Khan",2004,120,50000000,7.9,15,24.5,4.5,0,0,0,0,0,4.5,14.5,44.5,"",1,0,0,0,0,0,0
"George and the Dragon",2004,93,32000000,5.5,137,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,"",1,0,1,0,0,1,0
"George of the Jungle",1997,92,55000000,5.5,6430,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Geronimo: An American Legend",1993,115,50000000,6.2,1233,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Gerry",2002,105,3500000,6,1944,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Get Carter",2000,104,40000000,4.7,4927,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Get Over It",2001,87,10000000,5.7,3561,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Get Shorty",1995,105,30250000,7,14825,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Get a Job",1998,93,750000,2.3,21,24.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Get on the Bus",1996,120,2400000,6.6,1142,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Gettysburg",1993,259,25000000,7.5,5191,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"",0,0,0,1,0,0,0
"Ghost",1990,128,22000000,6.8,19005,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,0,1,0,1,0
"Ghost Ship",2002,91,35000000,5.3,8399,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Ghost World",2000,111,7000000,7.8,17976,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0
"Ghost and the Darkness, The",1996,109,55000000,6.4,8360,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",1,0,0,1,0,0,0
"Ghostbite",1996,76,250000,3.8,14,64.5,0,0,0,0,4.5,0,4.5,0,24.5,"",0,0,0,0,0,0,0
"Ghosts of Mars",2001,98,28000000,4.6,6368,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Ghosts of Mississippi",1996,130,36000000,6.4,2268,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Ghosts of the Abyss",2003,43,13000000,6.6,664,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG",0,0,0,0,1,0,0
"Ghouls, The",2003,81,9000,6.1,43,14.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,24.5,"R",0,0,0,0,0,0,0
"Giardini dell'Eden, I",1998,95,4000000,6.8,17,4.5,4.5,0,0,4.5,14.5,4.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0
"Gift, The",2000,111,10000000,6.8,12440,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Gigli",2003,121,54000000,2.3,11285,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Ginger Snaps",2000,110,5000000,6.8,3968,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,0,0
"Ginger Snaps: Unleashed",2004,94,3500000,6.6,1118,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Gingerbread Man, The",1998,114,25000000,5.7,2806,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Girl 6",1996,108,12000000,5,1453,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Girl Play",2004,80,1000000,3.3,63,4.5,0,0,0,4.5,4.5,4.5,14.5,14.5,45.5,"",0,0,1,0,0,0,0
"Girl Wrestler",2003,56,230000,8,8,0,0,0,0,14.5,0,24.5,14.5,34.5,14.5,"",0,0,0,0,1,0,0
"Girl, Interrupted",1999,127,24000000,7,16362,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Give and Take, and Take",2003,80,18000,7.1,16,14.5,0,0,0,14.5,0,0,24.5,14.5,34.5,"",0,0,0,0,0,0,0
"Gladiator",2000,155,103000000,8,92495,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",1,0,0,1,0,0,0
"Glenn Tilbrook: One for the Road",2004,70,50000,7,9,24.5,0,0,0,0,0,14.5,34.5,0,34.5,"",0,0,0,0,1,0,0
"Glitter",2001,104,22000000,2.1,5209,64.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0
"Global Heresy",2002,106,12000000,5.7,373,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Gloria",1999,108,30000000,4.9,1144,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Gmar Gavi'a",1991,105,800000,7.5,38,0,0,0,0,4.5,14.5,14.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0
"Go",1999,103,6500000,7.4,20663,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Go Fish",1994,84,15000,5.8,621,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,0,0,0,1,0
"Goat on Fire and Smiling Fish",1999,90,40000,6.3,254,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,0,0,1,0
"God's Army",2000,108,300000,6.4,354,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,"PG",0,0,0,1,0,0,0
"Godfather: Part III, The",1990,169,54000000,7.3,22385,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Gods and Generals",2003,209,56000000,5.7,3002,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",1,0,0,1,0,0,0
"Gods and Monsters",1998,105,3500000,7.6,9020,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Godzilla",1998,133,125000000,4.4,22695,14.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Going Greek",2001,90,198000,4.8,261,14.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Gojira ni-sen mireniamu",1999,99,1000000,5.6,1150,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",1,0,0,0,0,0,0
"Golden Bowl, The",2000,130,15000000,6,1145,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"GoldenEye",1995,130,80000000,6.8,22991,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",1,0,0,0,0,0,0
"Gone Fishin'",1997,94,53000000,3.8,1884,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Gone in Sixty Seconds",2000,117,90000000,5.7,25400,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Gong fu",2004,99,20000000,7.9,5299,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"R",1,0,1,0,0,0,0
"Good Book, The",1997,81,9000,6.1,9,0,0,0,14.5,0,24.5,34.5,14.5,14.5,14.5,"",1,0,0,0,0,0,0
"Good Boy!",2003,88,18000000,4.7,683,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",0,0,1,1,0,0,0
"Good Burger",1997,103,9000000,4,1714,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Good Girl, The",2002,93,5000000,6.9,8254,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Good Man in Africa, A",1994,94,20000000,4.6,473,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Good Will Hunting",1997,126,10000000,7.8,60858,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"Goodfellas",1990,145,25000000,8.6,68219,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"",0,0,0,1,0,0,0
"Goodnite Charlie",2005,119,100000,9.8,34,0,4.5,0,0,0,0,0,4.5,4.5,84.5,"",1,0,0,0,0,0,0
"Gory Gory Hallelujah",2003,96,100000,6.4,39,4.5,4.5,0,4.5,0,4.5,4.5,4.5,14.5,45.5,"",0,0,1,0,0,0,0
"Gosford Park",2001,137,15000000,7.3,16831,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Gothika",2003,98,40000000,5.8,10524,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Grace of My Heart",1996,116,5000000,6.5,982,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Granny, The",1995,85,1000000,4.2,142,14.5,14.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Grave, The",1996,90,4000000,5.6,303,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Gravesend",1997,85,65000,5,111,14.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Graveyard Shift",1990,89,10500000,3.8,1074,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Gray's Anatomy",1996,80,350000,7,337,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,0,0
"Green Eyes for Anastice",2004,93,10000,8.5,6,14.5,0,0,0,0,0,0,0,0,84.5,"",0,0,0,0,0,0,0
"Green Mile, The",1999,188,60000000,8.1,60142,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"Greenskeeper, The",2002,90,80000,4.7,38,4.5,4.5,14.5,24.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Gremlins 2: The New Batch",1990,106,50000000,5.9,7780,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Grey Owl",1999,118,30000000,5.7,629,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Grey Zone, The",2001,108,5000000,7.3,1553,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Grim",1995,86,1000000,1.6,228,64.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Grimm",2003,110,3700000,6.2,201,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,"",0,0,1,1,0,0,0
"Groom Lake",2002,92,750000,3.7,95,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Groove",2000,86,500000,6,1171,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Grosse Pointe Blank",1997,107,15000000,7.4,20400,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0
"Grudge, The",2004,92,10000000,5.9,11441,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,0,0,0,0,0
"Grumpier Old Men",1995,101,25000000,6.2,3711,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Guerra de Canudos",1997,170,6000000,7.5,126,4.5,0,0,4.5,4.5,4.5,24.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0
"Guinevere",1999,104,2600000,6.3,804,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Gun Shy",2000,101,10000000,5.4,1701,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Guncrazy",1992,97,800000,5.5,437,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Guru, The",2002,94,11000000,5.9,3505,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Guy Thing, A",2003,101,20000000,5.3,2885,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Guyver: Dark Hero",1994,127,900000,4.9,283,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"",1,0,0,0,0,0,0
"Habit",1997,112,200000,5.7,307,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,"",0,0,0,0,0,0,0
"Hacks",2002,93,200000,8.1,56,0,0,4.5,0,0,4.5,4.5,14.5,14.5,45.5,"",0,0,0,0,0,0,0
"Hairshirt",1998,89,65000,4.2,242,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Half Past Dead",2002,98,30000000,3.9,2099,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Halloween H20: 20 Years Later",1998,85,17000000,5.3,8153,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Halloween: Resurrection",2002,89,15000000,4.3,4323,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Halloween: The Curse of Michael Myers",1995,88,5000000,4.2,2662,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Hamlet",1996,242,18000000,7.7,10065,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0
"Hand Behind the Mouse: The Ub Iwerks Story, The",1999,90,600000,6.4,24,4.5,0,0,4.5,0,14.5,4.5,14.5,14.5,34.5,"",0,1,0,0,1,0,0
"Hangin' with the Homeboys",1991,88,1900000,6.6,216,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,1,1,0,0,0
"Hanging Up",2000,94,40000000,4.4,3129,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Hangman's Curse",2003,106,2000000,4.9,405,4.5,4.5,4.5,14.5,4.5,4.5,14.5,4.5,4.5,24.5,"PG-13",0,0,0,0,0,0,0
"Hank Williams First Nation",2005,92,300000,7.4,10,14.5,0,0,0,0,0,44.5,14.5,34.5,14.5,"",0,0,1,1,0,0,0
"Hannibal",2001,133,87000000,6.2,28876,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Happiness",1998,134,3000000,7.7,11737,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,1,0,0,0
"Happy Gilmore",1996,92,10000000,6.8,17746,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,0,0,0,0
"Happy, Texas",1999,98,1700000,6.4,3453,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Hard Ball",2001,109,21000000,6,3083,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Hard Rain",1998,97,70000000,5.5,6161,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Hard Target",1993,73,15000000,5.4,4372,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"",1,0,0,0,0,0,0
"Hardware",1990,93,1500000,5.2,1323,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Harold & Kumar Go to White Castle",2004,90,9000000,7.1,8376,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"R",0,0,1,0,0,0,0
"Harpist, The",1997,93,3000000,4.8,9,24.5,0,14.5,14.5,0,14.5,44.5,0,0,0,"",0,0,0,0,0,0,0
"Harriet the Spy",1996,100,13000000,5.8,845,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,1,1,0,0,0
"Harrison Macauley Is Going to Kill Me",2003,68,50000,6,7,24.5,0,14.5,0,0,0,0,14.5,14.5,24.5,"",0,0,1,1,0,0,0
"Harry Potter and the Chamber of Secrets",2002,152,100000000,7.3,38394,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,0,0,0,0
"Harry Potter and the Prisoner of Azkaban",2004,141,130000000,7.8,24973,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG",0,0,0,0,0,0,0
"Harry Potter and the Sorcerer's Stone",2001,152,130000000,7.2,46741,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,0,0,0,0
"Hart's War",2002,125,70000000,6.2,6368,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Harvard Man",2001,99,5500000,4.9,1157,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Harvest of Fear",2004,95,100000,3.6,11,34.5,0,24.5,4.5,0,0,14.5,0,4.5,0,"",0,0,0,0,0,0,0
"Hatred of a Minute",2002,83,300000,5.2,96,14.5,34.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,"",0,0,0,0,0,1,0
"Haunted Mansion, The",2003,87,90000000,5,3341,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Haunting Fear",1991,88,115000,3.7,50,14.5,14.5,24.5,14.5,4.5,4.5,4.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Haunting, The",1999,112,80000000,4.6,14425,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Hav Plenty",1997,84,650000,5.3,256,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",0,0,1,0,0,0,0
"He Got Game",1998,137,25000000,6.6,4198,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Head Over Heels",2001,86,14000000,4.9,2632,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Heads or Tails",2005,100,17000,7.8,35,14.5,4.5,4.5,4.5,0,4.5,0,4.5,24.5,44.5,"",0,0,0,1,0,0,0
"Heart of America",2003,87,3000000,6.1,204,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Heart of Me, The",2002,96,7000000,6.2,336,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,4.5,"R",0,0,0,1,0,1,0
"Heartbreakers",2001,110,40000000,6.2,8037,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Hearts in Atlantis",2001,101,31000000,6.7,6577,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Heat",1995,188,60000000,7.9,44588,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",1,0,0,1,0,0,0
"Heaven",2002,96,11000000,7.3,3857,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
